disasterNumber,declarationDate,incidentType,stateAbbreviation,projectAmount
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,61938.65
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,14142.2
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,124596.9
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,44122.83
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,54810.98
4429,2019-04-23T00:00:00.000Z,Other,MS,19744.75
4429,2019-04-23T00:00:00.000Z,Other,MS,15207.73
4429,2019-04-23T00:00:00.000Z,Other,MS,27280.56
4429,2019-04-23T00:00:00.000Z,Other,MS,17174.19
4429,2019-04-23T00:00:00.000Z,Other,MS,26952.0
4429,2019-04-23T00:00:00.000Z,Other,MS,9775.59
4429,2019-04-23T00:00:00.000Z,Other,MS,6094.18
4429,2019-04-23T00:00:00.000Z,Other,MS,64680.94
4429,2019-04-23T00:00:00.000Z,Other,MS,13600.0
4429,2019-04-23T00:00:00.000Z,Other,MS,27321.99
4429,2019-04-23T00:00:00.000Z,Other,MS,18072.95
4429,2019-04-23T00:00:00.000Z,Other,MS,12378.66
4429,2019-04-23T00:00:00.000Z,Other,MS,125723.55
4429,2019-04-23T00:00:00.000Z,Other,MS,68450.73
4429,2019-04-23T00:00:00.000Z,Other,MS,41044.32
4429,2019-04-23T00:00:00.000Z,Other,MS,24204.63
4429,2019-04-23T00:00:00.000Z,Other,MS,29286.57
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,127425.2
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5188.38
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,23985.55
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,34586.74
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,32869.2
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,6143.56
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,50724.15
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,36138.21
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,3262.18
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,13393.63
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,11363.33
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5560.62
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,35077.21
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,15511.38
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5184949.18
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,370902.1
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,81229.85
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,41549.47
4433,2019-05-07T00:00:00.000Z,Typhoon,GU,3547.2
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,604710.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,112000.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,371351.78
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,89635.93
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,108614.93
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,167343.29
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,249183.9
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,416510.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,17257.2
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,630000.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,34237.39
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,25000.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,18884.4
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,139714.36
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,28330.76
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,7500.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,15825.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,51610.0
4440,2019-06-07T00:00:00.000Z,Other,SD,34976.38
4440,2019-06-07T00:00:00.000Z,Other,SD,10997.72
4440,2019-06-07T00:00:00.000Z,Other,SD,4408.71
4440,2019-06-07T00:00:00.000Z,Other,SD,6787.61
4440,2019-06-07T00:00:00.000Z,Other,SD,19827.93
4440,2019-06-07T00:00:00.000Z,Other,SD,4557.51
4440,2019-06-07T00:00:00.000Z,Other,SD,17549.7
4440,2019-06-07T00:00:00.000Z,Other,SD,11542.94
4440,2019-06-07T00:00:00.000Z,Other,SD,23602.03
4440,2019-06-07T00:00:00.000Z,Other,SD,9381.42
4440,2019-06-07T00:00:00.000Z,Other,SD,47985.56
4440,2019-06-07T00:00:00.000Z,Other,SD,5364.54
4440,2019-06-07T00:00:00.000Z,Other,SD,20073.09
4440,2019-06-07T00:00:00.000Z,Other,SD,30690.0
4440,2019-06-07T00:00:00.000Z,Other,SD,58177.62
4440,2019-06-07T00:00:00.000Z,Other,SD,10017.11
4440,2019-06-07T00:00:00.000Z,Other,SD,18302.74
4440,2019-06-07T00:00:00.000Z,Other,SD,20996.56
4440,2019-06-07T00:00:00.000Z,Other,SD,26835.61
4440,2019-06-07T00:00:00.000Z,Other,SD,5579.2
4440,2019-06-07T00:00:00.000Z,Other,SD,26092.34
4440,2019-06-07T00:00:00.000Z,Other,SD,7011.29
4440,2019-06-07T00:00:00.000Z,Other,SD,7001.02
4440,2019-06-07T00:00:00.000Z,Other,SD,9912.38
4440,2019-06-07T00:00:00.000Z,Other,SD,112600.0
4440,2019-06-07T00:00:00.000Z,Other,SD,11493.34
4440,2019-06-07T00:00:00.000Z,Other,SD,44597.65
4440,2019-06-07T00:00:00.000Z,Other,SD,28640.01
4440,2019-06-07T00:00:00.000Z,Other,SD,4342.35
4440,2019-06-07T00:00:00.000Z,Other,SD,32760.44
4440,2019-06-07T00:00:00.000Z,Other,SD,6600.0
4440,2019-06-07T00:00:00.000Z,Other,SD,4734.86
4440,2019-06-07T00:00:00.000Z,Other,SD,3850.7
4440,2019-06-07T00:00:00.000Z,Other,SD,17602.48
4440,2019-06-07T00:00:00.000Z,Other,SD,38909.14
4440,2019-06-07T00:00:00.000Z,Other,SD,12682.5
4440,2019-06-07T00:00:00.000Z,Other,SD,77553.02
4440,2019-06-07T00:00:00.000Z,Other,SD,9515.14
4440,2019-06-07T00:00:00.000Z,Other,SD,5756.0
4440,2019-06-07T00:00:00.000Z,Other,SD,63110.49
4440,2019-06-07T00:00:00.000Z,Other,SD,32299.7
4440,2019-06-07T00:00:00.000Z,Other,SD,34785.73
4440,2019-06-07T00:00:00.000Z,Other,SD,6874.19
4440,2019-06-07T00:00:00.000Z,Other,SD,10378.3
4440,2019-06-07T00:00:00.000Z,Other,SD,178104.32
4440,2019-06-07T00:00:00.000Z,Other,SD,9296.91
4440,2019-06-07T00:00:00.000Z,Other,SD,42414.05
4440,2019-06-07T00:00:00.000Z,Other,SD,30086.81
4440,2019-06-07T00:00:00.000Z,Other,SD,60590.79
4440,2019-06-07T00:00:00.000Z,Other,SD,22248.55
4440,2019-06-07T00:00:00.000Z,Other,SD,18908.41
4440,2019-06-07T00:00:00.000Z,Other,SD,54816.64
4440,2019-06-07T00:00:00.000Z,Other,SD,264818.89
4440,2019-06-07T00:00:00.000Z,Other,SD,14304.49
4440,2019-06-07T00:00:00.000Z,Other,SD,16339.33
4440,2019-06-07T00:00:00.000Z,Other,SD,11227.48
4440,2019-06-07T00:00:00.000Z,Other,SD,44589.68
4440,2019-06-07T00:00:00.000Z,Other,SD,16677.4
4440,2019-06-07T00:00:00.000Z,Other,SD,14224.69
4440,2019-06-07T00:00:00.000Z,Other,SD,81105.41
4440,2019-06-07T00:00:00.000Z,Other,SD,32179.06
4440,2019-06-07T00:00:00.000Z,Other,SD,68935.06
4440,2019-06-07T00:00:00.000Z,Other,SD,52019.14
4440,2019-06-07T00:00:00.000Z,Other,SD,56880.53
4440,2019-06-07T00:00:00.000Z,Other,SD,34107.12
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,1835902.76
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,524389.29
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,10117.04
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,172265.82
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,29941.76
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,30524.85
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,12207.4
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,19761.44
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,218218.52
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,30789.0
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,44753.78
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,70027.57
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,274425.08
4442,2019-06-12T00:00:00.000Z,Flood,MN,157780.25
4442,2019-06-12T00:00:00.000Z,Flood,MN,29606.54
4442,2019-06-12T00:00:00.000Z,Flood,MN,8250.78
4442,2019-06-12T00:00:00.000Z,Flood,MN,5914.68
4442,2019-06-12T00:00:00.000Z,Flood,MN,3767.48
4442,2019-06-12T00:00:00.000Z,Flood,MN,62385.39
4442,2019-06-12T00:00:00.000Z,Flood,MN,83890.26
4442,2019-06-12T00:00:00.000Z,Flood,MN,6319.58
4442,2019-06-12T00:00:00.000Z,Flood,MN,6073.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,21605.47
4442,2019-06-12T00:00:00.000Z,Flood,MN,27191.56
4442,2019-06-12T00:00:00.000Z,Flood,MN,5031.87
4442,2019-06-12T00:00:00.000Z,Flood,MN,9721.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,6133.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,4084.59
4442,2019-06-12T00:00:00.000Z,Flood,MN,43027.83
4442,2019-06-12T00:00:00.000Z,Flood,MN,6829.66
4442,2019-06-12T00:00:00.000Z,Flood,MN,67648.53
4442,2019-06-12T00:00:00.000Z,Flood,MN,3359.75
4442,2019-06-12T00:00:00.000Z,Flood,MN,3951.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,15621.72
4442,2019-06-12T00:00:00.000Z,Flood,MN,4402.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,5330.52
4442,2019-06-12T00:00:00.000Z,Flood,MN,6239.79
4442,2019-06-12T00:00:00.000Z,Flood,MN,7344.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,28951.7
4442,2019-06-12T00:00:00.000Z,Flood,MN,30205.83
4442,2019-06-12T00:00:00.000Z,Flood,MN,18614.53
4442,2019-06-12T00:00:00.000Z,Flood,MN,7409.17
4442,2019-06-12T00:00:00.000Z,Flood,MN,17337.71
4442,2019-06-12T00:00:00.000Z,Flood,MN,54988.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,3233.25
4442,2019-06-12T00:00:00.000Z,Flood,MN,3922.98
4442,2019-06-12T00:00:00.000Z,Flood,MN,7734.34
4442,2019-06-12T00:00:00.000Z,Flood,MN,12560.54
4442,2019-06-12T00:00:00.000Z,Flood,MN,3320.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,13263.89
4442,2019-06-12T00:00:00.000Z,Flood,MN,6313.16
4442,2019-06-12T00:00:00.000Z,Flood,MN,6909.7
4442,2019-06-12T00:00:00.000Z,Flood,MN,21495.31
4442,2019-06-12T00:00:00.000Z,Flood,MN,3472.92
4442,2019-06-12T00:00:00.000Z,Flood,MN,7369.6
4442,2019-06-12T00:00:00.000Z,Flood,MN,3393.44
4442,2019-06-12T00:00:00.000Z,Flood,MN,7706.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,8710.08
4442,2019-06-12T00:00:00.000Z,Flood,MN,86825.71
4429,2019-04-23T00:00:00.000Z,Other,MS,3968.88
4429,2019-04-23T00:00:00.000Z,Other,MS,304864.0
4429,2019-04-23T00:00:00.000Z,Other,MS,144949.78
4429,2019-04-23T00:00:00.000Z,Other,MS,61097.34
4429,2019-04-23T00:00:00.000Z,Other,MS,22678.53
4429,2019-04-23T00:00:00.000Z,Other,MS,14562.04
4429,2019-04-23T00:00:00.000Z,Other,MS,38172.55
4429,2019-04-23T00:00:00.000Z,Other,MS,8619.23
4429,2019-04-23T00:00:00.000Z,Other,MS,33535.88
4429,2019-04-23T00:00:00.000Z,Other,MS,5494.05
4429,2019-04-23T00:00:00.000Z,Other,MS,13168.72
4429,2019-04-23T00:00:00.000Z,Other,MS,26656.08
4429,2019-04-23T00:00:00.000Z,Other,MS,75125.73
4429,2019-04-23T00:00:00.000Z,Other,MS,142200.0
4429,2019-04-23T00:00:00.000Z,Other,MS,55631.67
4429,2019-04-23T00:00:00.000Z,Other,MS,22690.04
4429,2019-04-23T00:00:00.000Z,Other,MS,41754.91
4429,2019-04-23T00:00:00.000Z,Other,MS,27898.14
4429,2019-04-23T00:00:00.000Z,Other,MS,155720.33
4429,2019-04-23T00:00:00.000Z,Other,MS,14387.72
4429,2019-04-23T00:00:00.000Z,Other,MS,526891.59
4429,2019-04-23T00:00:00.000Z,Other,MS,10741.89
4429,2019-04-23T00:00:00.000Z,Other,MS,36118.0
4429,2019-04-23T00:00:00.000Z,Other,MS,99720.0
4429,2019-04-23T00:00:00.000Z,Other,MS,7482.82
4429,2019-04-23T00:00:00.000Z,Other,MS,10734.72
4429,2019-04-23T00:00:00.000Z,Other,MS,9212.51
4429,2019-04-23T00:00:00.000Z,Other,MS,77634.94
4429,2019-04-23T00:00:00.000Z,Other,MS,28764.27
4429,2019-04-23T00:00:00.000Z,Other,MS,13684.41
4429,2019-04-23T00:00:00.000Z,Other,MS,15172.51
4429,2019-04-23T00:00:00.000Z,Other,MS,18696.3
4429,2019-04-23T00:00:00.000Z,Other,MS,13865.19
4429,2019-04-23T00:00:00.000Z,Other,MS,4352.99
4429,2019-04-23T00:00:00.000Z,Other,MS,25679.52
4429,2019-04-23T00:00:00.000Z,Other,MS,89636.59
4429,2019-04-23T00:00:00.000Z,Other,MS,30182.03
4429,2019-04-23T00:00:00.000Z,Other,MS,19342.85
4429,2019-04-23T00:00:00.000Z,Other,MS,6219.7
4429,2019-04-23T00:00:00.000Z,Other,MS,28664.67
4429,2019-04-23T00:00:00.000Z,Other,MS,4293.75
4429,2019-04-23T00:00:00.000Z,Other,MS,71626.3
4429,2019-04-23T00:00:00.000Z,Other,MS,4868.72
4429,2019-04-23T00:00:00.000Z,Other,MS,7355.67
4429,2019-04-23T00:00:00.000Z,Other,MS,52624.48
4429,2019-04-23T00:00:00.000Z,Other,MS,9491.59
4429,2019-04-23T00:00:00.000Z,Other,MS,51826.29
4429,2019-04-23T00:00:00.000Z,Other,MS,6741.37
4429,2019-04-23T00:00:00.000Z,Other,MS,45049.12
4429,2019-04-23T00:00:00.000Z,Other,MS,124987.91
4429,2019-04-23T00:00:00.000Z,Other,MS,268341.68
4429,2019-04-23T00:00:00.000Z,Other,MS,4406.94
4429,2019-04-23T00:00:00.000Z,Other,MS,69190.69
4429,2019-04-23T00:00:00.000Z,Other,MS,10000.0
4429,2019-04-23T00:00:00.000Z,Other,MS,45278.32
4429,2019-04-23T00:00:00.000Z,Other,MS,100171.08
4429,2019-04-23T00:00:00.000Z,Other,MS,8320.0
4429,2019-04-23T00:00:00.000Z,Other,MS,9953.48
4429,2019-04-23T00:00:00.000Z,Other,MS,7116.21
4429,2019-04-23T00:00:00.000Z,Other,MS,999564.16
4429,2019-04-23T00:00:00.000Z,Other,MS,45655.66
4429,2019-04-23T00:00:00.000Z,Other,MS,114990.75
4429,2019-04-23T00:00:00.000Z,Other,MS,49457.84
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,160000.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,2283039.03
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,223000.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,151377.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,3086529.74
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,3988.87
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,894437.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,1408400.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,2110561.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,800177.98
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,40492.58
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,3189.78
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,2957.45
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,5456.63
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,2605.86
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,3011.62
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,202681.97
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,57701.25
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,334517.86
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,21576.43
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,10186.38
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,7742.95
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,21715.82
4435,2019-05-20T00:00:00.000Z,Flood,MO,19748.67
4435,2019-05-20T00:00:00.000Z,Flood,MO,36080.0
4435,2019-05-20T00:00:00.000Z,Flood,MO,6587.4
4435,2019-05-20T00:00:00.000Z,Flood,MO,4589.08
4435,2019-05-20T00:00:00.000Z,Flood,MO,17273.48
4435,2019-05-20T00:00:00.000Z,Flood,MO,156608.66
4435,2019-05-20T00:00:00.000Z,Flood,MO,694742.77
4435,2019-05-20T00:00:00.000Z,Flood,MO,44425.02
4435,2019-05-20T00:00:00.000Z,Flood,MO,102685.32
4435,2019-05-20T00:00:00.000Z,Flood,MO,34668.4
4435,2019-05-20T00:00:00.000Z,Flood,MO,3445.0
4435,2019-05-20T00:00:00.000Z,Flood,MO,30616.88
4435,2019-05-20T00:00:00.000Z,Flood,MO,13317.5
4435,2019-05-20T00:00:00.000Z,Flood,MO,14088.25
4435,2019-05-20T00:00:00.000Z,Flood,MO,56729.31
4435,2019-05-20T00:00:00.000Z,Flood,MO,5303.33
4435,2019-05-20T00:00:00.000Z,Flood,MO,96608.42
4435,2019-05-20T00:00:00.000Z,Flood,MO,17703.88
4435,2019-05-20T00:00:00.000Z,Flood,MO,3623.92
4435,2019-05-20T00:00:00.000Z,Flood,MO,4809.07
4435,2019-05-20T00:00:00.000Z,Flood,MO,52249.35
4435,2019-05-20T00:00:00.000Z,Flood,MO,6680.21
4435,2019-05-20T00:00:00.000Z,Flood,MO,30304.3
4435,2019-05-20T00:00:00.000Z,Flood,MO,61744.18
4435,2019-05-20T00:00:00.000Z,Flood,MO,25082.04
4435,2019-05-20T00:00:00.000Z,Flood,MO,230351.95
4435,2019-05-20T00:00:00.000Z,Flood,MO,35930.23
4435,2019-05-20T00:00:00.000Z,Flood,MO,81915.82
4435,2019-05-20T00:00:00.000Z,Flood,MO,22266.4
4435,2019-05-20T00:00:00.000Z,Flood,MO,126453.6
4435,2019-05-20T00:00:00.000Z,Flood,MO,328171.09
4435,2019-05-20T00:00:00.000Z,Flood,MO,322810.5
4435,2019-05-20T00:00:00.000Z,Flood,MO,94686.36
4440,2019-06-07T00:00:00.000Z,Other,SD,107806.09
4440,2019-06-07T00:00:00.000Z,Other,SD,12096.3
4440,2019-06-07T00:00:00.000Z,Other,SD,35434.3
4440,2019-06-07T00:00:00.000Z,Other,SD,10767.2
4440,2019-06-07T00:00:00.000Z,Other,SD,3908.48
4440,2019-06-07T00:00:00.000Z,Other,SD,5197.91
4440,2019-06-07T00:00:00.000Z,Other,SD,13813.4
4440,2019-06-07T00:00:00.000Z,Other,SD,8253.82
4440,2019-06-07T00:00:00.000Z,Other,SD,6944.73
4440,2019-06-07T00:00:00.000Z,Other,SD,4202.68
4440,2019-06-07T00:00:00.000Z,Other,SD,20339.8
4440,2019-06-07T00:00:00.000Z,Other,SD,28489.73
4440,2019-06-07T00:00:00.000Z,Other,SD,26498.44
4440,2019-06-07T00:00:00.000Z,Other,SD,46611.99
4440,2019-06-07T00:00:00.000Z,Other,SD,26276.29
4440,2019-06-07T00:00:00.000Z,Other,SD,16458.2
4440,2019-06-07T00:00:00.000Z,Other,SD,7104.46
4440,2019-06-07T00:00:00.000Z,Other,SD,16708.66
4440,2019-06-07T00:00:00.000Z,Other,SD,26155.0
4440,2019-06-07T00:00:00.000Z,Other,SD,28851.47
4440,2019-06-07T00:00:00.000Z,Other,SD,8103.37
4440,2019-06-07T00:00:00.000Z,Other,SD,3870.0
4440,2019-06-07T00:00:00.000Z,Other,SD,30604.02
4440,2019-06-07T00:00:00.000Z,Other,SD,98541.0
4440,2019-06-07T00:00:00.000Z,Other,SD,114933.63
4440,2019-06-07T00:00:00.000Z,Other,SD,3887.58
4440,2019-06-07T00:00:00.000Z,Other,SD,13955.26
4440,2019-06-07T00:00:00.000Z,Other,SD,7236.81
4440,2019-06-07T00:00:00.000Z,Other,SD,29877.85
4440,2019-06-07T00:00:00.000Z,Other,SD,12487.23
4440,2019-06-07T00:00:00.000Z,Other,SD,7424.16
4440,2019-06-07T00:00:00.000Z,Other,SD,24934.75
4440,2019-06-07T00:00:00.000Z,Other,SD,97179.84
4440,2019-06-07T00:00:00.000Z,Other,SD,15923.44
4440,2019-06-07T00:00:00.000Z,Other,SD,31892.65
4440,2019-06-07T00:00:00.000Z,Other,SD,22418.25
4440,2019-06-07T00:00:00.000Z,Other,SD,30395.52
4440,2019-06-07T00:00:00.000Z,Other,SD,3638.45
4440,2019-06-07T00:00:00.000Z,Other,SD,96797.05
4440,2019-06-07T00:00:00.000Z,Other,SD,4698.16
4440,2019-06-07T00:00:00.000Z,Other,SD,84126.96
4440,2019-06-07T00:00:00.000Z,Other,SD,66585.77
4440,2019-06-07T00:00:00.000Z,Other,SD,24757.0
4440,2019-06-07T00:00:00.000Z,Other,SD,25159.32
4440,2019-06-07T00:00:00.000Z,Other,SD,18645.3
4440,2019-06-07T00:00:00.000Z,Other,SD,10564.32
4440,2019-06-07T00:00:00.000Z,Other,SD,73494.77
4440,2019-06-07T00:00:00.000Z,Other,SD,5901.98
4440,2019-06-07T00:00:00.000Z,Other,SD,48145.65
4440,2019-06-07T00:00:00.000Z,Other,SD,14775.14
4440,2019-06-07T00:00:00.000Z,Other,SD,173557.68
4440,2019-06-07T00:00:00.000Z,Other,SD,117810.48
4440,2019-06-07T00:00:00.000Z,Other,SD,40729.9
4440,2019-06-07T00:00:00.000Z,Other,SD,79116.79
4440,2019-06-07T00:00:00.000Z,Other,SD,10392.05
4440,2019-06-07T00:00:00.000Z,Other,SD,58180.89
4440,2019-06-07T00:00:00.000Z,Other,SD,6150.79
4440,2019-06-07T00:00:00.000Z,Other,SD,8468.98
4440,2019-06-07T00:00:00.000Z,Other,SD,20879.06
4440,2019-06-07T00:00:00.000Z,Other,SD,17102.47
4440,2019-06-07T00:00:00.000Z,Other,SD,40389.9
4440,2019-06-07T00:00:00.000Z,Other,SD,107449.77
4442,2019-06-12T00:00:00.000Z,Flood,MN,6249.81
4442,2019-06-12T00:00:00.000Z,Flood,MN,13741.13
4442,2019-06-12T00:00:00.000Z,Flood,MN,6428.68
4442,2019-06-12T00:00:00.000Z,Flood,MN,3799.24
4442,2019-06-12T00:00:00.000Z,Flood,MN,5144.51
4420,2019-03-21T00:00:00.000Z,Severe Storm(s),NE,13001.42
4442,2019-06-12T00:00:00.000Z,Flood,MN,19543.42
4442,2019-06-12T00:00:00.000Z,Flood,MN,86999.58
4442,2019-06-12T00:00:00.000Z,Flood,MN,4803.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,6370.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,2219.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,5543.05
4442,2019-06-12T00:00:00.000Z,Flood,MN,2530.89
4442,2019-06-12T00:00:00.000Z,Flood,MN,3382.43
4442,2019-06-12T00:00:00.000Z,Flood,MN,15570.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,7083.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,53323.32
4442,2019-06-12T00:00:00.000Z,Flood,MN,9871.22
4442,2019-06-12T00:00:00.000Z,Flood,MN,9717.96
4442,2019-06-12T00:00:00.000Z,Flood,MN,5299.37
4442,2019-06-12T00:00:00.000Z,Flood,MN,56816.39
4442,2019-06-12T00:00:00.000Z,Flood,MN,6591.84
4442,2019-06-12T00:00:00.000Z,Flood,MN,72462.88
4442,2019-06-12T00:00:00.000Z,Flood,MN,5966.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,47670.1
4442,2019-06-12T00:00:00.000Z,Flood,MN,5756.41
4442,2019-06-12T00:00:00.000Z,Flood,MN,15057.49
4442,2019-06-12T00:00:00.000Z,Flood,MN,27309.19
4442,2019-06-12T00:00:00.000Z,Flood,MN,6878.54
4442,2019-06-12T00:00:00.000Z,Flood,MN,3913.73
4442,2019-06-12T00:00:00.000Z,Flood,MN,18183.61
4442,2019-06-12T00:00:00.000Z,Flood,MN,25790.5
4442,2019-06-12T00:00:00.000Z,Flood,MN,15066.57
4442,2019-06-12T00:00:00.000Z,Flood,MN,8597.21
4442,2019-06-12T00:00:00.000Z,Flood,MN,130960.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,9666.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,9171.64
4442,2019-06-12T00:00:00.000Z,Flood,MN,20801.45
4442,2019-06-12T00:00:00.000Z,Flood,MN,10925.67
4442,2019-06-12T00:00:00.000Z,Flood,MN,9825.82
4442,2019-06-12T00:00:00.000Z,Flood,MN,2272.96
4442,2019-06-12T00:00:00.000Z,Flood,MN,9100.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,21039.65
4442,2019-06-12T00:00:00.000Z,Flood,MN,46179.72
4442,2019-06-12T00:00:00.000Z,Flood,MN,59290.92
4442,2019-06-12T00:00:00.000Z,Flood,MN,5708.88
4442,2019-06-12T00:00:00.000Z,Flood,MN,28282.47
4442,2019-06-12T00:00:00.000Z,Flood,MN,51060.94
4442,2019-06-12T00:00:00.000Z,Flood,MN,3331.52
4442,2019-06-12T00:00:00.000Z,Flood,MN,12056.13
4442,2019-06-12T00:00:00.000Z,Flood,MN,3601.5
4442,2019-06-12T00:00:00.000Z,Flood,MN,9280.57
4442,2019-06-12T00:00:00.000Z,Flood,MN,24835.29
4442,2019-06-12T00:00:00.000Z,Flood,MN,24329.13
4442,2019-06-12T00:00:00.000Z,Flood,MN,13473.25
4442,2019-06-12T00:00:00.000Z,Flood,MN,6309.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,6056.3
4442,2019-06-12T00:00:00.000Z,Flood,MN,103899.11
4442,2019-06-12T00:00:00.000Z,Flood,MN,23640.15
4429,2019-04-23T00:00:00.000Z,Other,MS,9898.14
4429,2019-04-23T00:00:00.000Z,Other,MS,17020.32
4429,2019-04-23T00:00:00.000Z,Other,MS,17891.25
4430,2019-04-29T00:00:00.000Z,Severe Storm(s),IA,90464.64
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,23919.18
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,6233.62
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,157023.35
